,Unnamed: 0,titre,type,reference,departement,date,lien,departement nb,Categorie
230,230,CHARGE D'ENVIRONNEMENT 4/12,Fonction publique de l'État,DEF_44-00025995,Aube (10),2023-07-21,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-d-environnement-412-reference-DEF_44-00025995/,10.0,A
231,231,Chargé de Mission visibilité territoriale - REGION GRAND EST,Fonction publique Territoriale,O067230701141013,Haute-Marne (52),2024-01-12,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-mission-visibilite-territoriale---region-grand-est-reference-O067230701141013/,52.0,A
232,232,ADJOINT AU CHEF DE BUREAU PROJET,Fonction publique de l'État,DEF_13-00026584,Moselle (57),2023-08-03,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-au-chef-de-bureau-projet-reference-DEF_13-00026584/,57.0,A
233,233,Chargé.e de missions adaptation changement climatique ports,Fonction publique de l'État,2024-1444329,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/-chargee-de-missions-adaptation-changement-climatique-ports-reference-2024-1444329/,57.0,A
234,234,Analyste chargé de renseignement opérationnel au sein d'un Etat Major,Fonction publique de l'État,MINT_BA057PNA-78625,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/analyste-charge-de-renseignement-operationnel-au-sein-d-un-etat-major-reference-MINT_BA057PNA-78625/,57.0,A
235,235,Chef du pôle d'appui juridique,Fonction publique de l'État,MINT_BA067ATA-78623,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-du-pole-d-appui-juridique-reference-MINT_BA067ATA-78623/,67.0,A
236,236,Chargé-e d'études mobilité et technologies du numérique,Fonction publique de l'État,2024-1443953,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-e-d-etudes-mobilite-et-technologies-du-numerique-reference-2024-1443953/,57.0,A
237,237,Cadre Supérieur ou Faisant Fonction du Pôle de Médecines (H/F),Fonction publique Hospitalière,2024-1444281,Marne (51),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/cadre-superieur-ou-faisant-fonction-du-pole-de-medecines-hf-reference-2024-1444281/,51.0,A
238,238,Responsable du Service facturier,Fonction publique de l'État,2023-1434239,Marne (51),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-du-service-facturier-reference-2023-1434239/,51.0,A
239,239,Chef de projet communication H/F,Fonction publique de l'État,ARS_2024-3679,Meurthe et Moselle (54),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-projet-communication-hf-reference-ARS_2024-3679/,54.0,A
240,240,Directeur délégué à la logistique H/F,Fonction publique de l'État,ARS_2024-3709,Meurthe et Moselle (54),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-delegue-a-la-logistique-hf-reference-ARS_2024-3709/,54.0,A
241,241,Chargé de mission ESMS H/F,Fonction publique de l'État,ARS_2024-3707,Aube (10),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-mission-esms-hf-reference-ARS_2024-3707/,10.0,A
242,242,Chargé(e) du contrôle de la formation professionnelle,Fonction publique de l'État,2024-1444157,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-du-controle-de-la-formation-professionnelle-reference-2024-1444157/,67.0,A
243,243,Enseignant Chercheur H/F - Génie Mécanique – Eco-conception-Industrialisation,Fonction publique de l'État,2024-1444143,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/enseignant-chercheur-hf---genie-mecanique--eco-conception-industrialisation-reference-2024-1444143/,57.0,A
244,244,Délégué(e) du préfet dans les quartiers prioritaires de l'Agglomération du Grand Longwy,Fonction publique de l'État,MINT_BA054DPA-78607,Meurthe et Moselle (54),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/deleguee-du-prefet-dans-les-quartiers-prioritaires-de-l-agglomeration-du-grand-longwy-reference-MINT_BA054DPA-78607/,54.0,A
245,245,Administrateur.trice réseaux,Fonction publique de l'État,2023-1383451,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/administrateurtrice-reseaux-reference-2023-1383451/,67.0,A
246,246,Postdoctorant – modélisation multiphysique des matériaux,Fonction publique de l'État,2024-1444105,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/postdoctorant--modelisation-multiphysique-des-materiaux-reference-2024-1444105/,67.0,A
247,247,Responsable d'études « Résilience des Infrastructures » VPI,Fonction publique de l'État,2023-1330548,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-d-etudes--resilience-des-infrastructures--vpi-reference-2023-1330548/,67.0,A
248,248,Responsable d'études « habitat-urbanisme opérationnel »,Fonction publique de l'État,2024-1443967,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-d-etudes-habitat-urbanisme-operationnel-reference-2024-1443967/,57.0,A
249,249,Responsable d?études en aménagement de la voirie urbaine,Fonction publique de l'État,2024-1443952,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-detudes-en-amenagement-de-la-voirie-urbaine-reference-2024-1443952/,57.0,A
250,250,Responsable d'études en sécurité des aménagements,Fonction publique de l'État,2024-1443913,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-d-etudes-en-securite-des-amenagements-reference-2024-1443913/,57.0,A
251,251,Une ou un Travailleur social équipe de remplacement F/H (Poste n°67-7278),Fonction publique Territoriale,O067240101317413,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-travailleur-social-equipe-de-remplacement-fh-poste-n67-7278-reference-O067240101317413/,67.0,A
252,252,Directeur(rice) du Multi-Accueil (H/F) - MAIRIE D'OBERNAI,Fonction publique Territoriale,O067240101317922,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/directeurrice-du-multi-accueil-hf---mairie-d-obernai-reference-O067240101317922/,67.0,A
253,253,Directeur-trice de halte-garderie - MAIRIE DE SCHILTIGHEIM,Fonction publique Territoriale,O067240101318111,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-trice-de-halte-garderie---mairie-de-schiltigheim-reference-O067240101318111/,67.0,A
254,254,Coordinateur de l'espace emploi-formation (H/F) - CTE COM. DU BASSIN DE POMPEY,Fonction publique Territoriale,O054240101317862,Meurthe et Moselle (54),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/coordinateur-de-l-espace-emploi-formation-hf---cte-com-du-bassin-de-pompey-reference-O054240101317862/,54.0,A
255,255,CHEF DIVISION CONDUITE SOUTIEN,Fonction publique de l'État,DEF_21-00032035,Moselle (57),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-division-conduite-soutien-reference-DEF_21-00032035/,57.0,A
256,256,Chargé de mission FSE (H/F) - CONSEIL DEPARTEMENTAL DE L'AUBE,Fonction publique Territoriale,O010240101316870,Aube (10),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-mission-fse-hf---conseil-departemental-de-l-aube-reference-O010240101316870/,10.0,A
257,257,Une ou un Travailleur Social Accompagnement - F/H - (Poste A289) - COLLECTIVITE EUROPEENNE D'ALSACE,Fonction publique Territoriale,O067240101318670,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-travailleur-social-accompagnement---fh---poste-a289---collectivite-europeenne-d-alsace-reference-O067240101318670/,67.0,A
258,258,Responsable des services techniques (h/f) - NOUZONVILLE,Fonction publique Territoriale,O008240101317668,Ardennes (08),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-des-services-techniques-hf---nouzonville-reference-O008240101317668/,8.0,A
259,259,Un(e) Educateur(trice) de Jeunes Enfants  H/F  - COMMUNAUTE D'AGGLOMERATION D'EPINAL,Fonction publique Territoriale,O088240101318718,Vosges (88),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/-une-educateurtrice-de-jeunes-enfants--hf----communaute-d-agglomeration-d-epinal-reference-O088240101318718/,88.0,A
260,260,Une ou un Chef de projet système d'information F/H (Poste n°67-7679),Fonction publique Territoriale,O067230801169896,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-chef-de-projet-systeme-d-information-fh-poste-n67-7679-reference-O067230801169896/,67.0,A
261,261,Manager du commerce (h/f) - NANCY,Fonction publique Territoriale,O054230701128272,Meurthe et Moselle (54),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/manager-du-commerce-hf---nancy-reference-O054230701128272/,54.0,A
262,262,Responsable de l'Unité Activités Commerciales et Artisanales - COMMUNE DE MULHOUSE,Fonction publique Territoriale,O068230400999496,Haut Rhin (68),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-de-l-unite-activites-commerciales-et-artisanales---commune-de-mulhouse-reference-O068230400999496/,68.0,A
263,263,Une ou un Chef de projets SI - F/H (Poste n°67-7488) - COLLECTIVITE EUROPEENNE D'ALSACE,Fonction publique Territoriale,O067230501047261,Bas Rhin (67),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-chef-de-projets-si---fh-poste-n67-7488---collectivite-europeenne-d-alsace-reference-O067230501047261/,67.0,A
264,264,Référent santé  et accueil inclusif (h/f) - SI CRECHE FRIMOUSSE,Fonction publique Territoriale,O054230100926976,Meurthe et Moselle (54),2024-01-11,https://choisirleservicepublic.gouv.fr/offre-emploi/referent-sante--et-accueil-inclusif-hf---si-creche-frimousse-reference-O054230100926976/,54.0,A
265,265,Chef de projet Déploiement du challenge national CUBE ACTEE,Fonction publique de l'État,2024-1443147,Bas Rhin (67),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-projet-deploiement-du-challenge-national-cube-actee-reference-2024-1443147/,67.0,A
266,266,Juriste assistant placé H/F - Cour d'appel de Nancy H/F,Fonction publique de l'État,2024-1438885,Meurthe et Moselle (54),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/juriste-assistant-place-hf---cour-d-appel-de-nancy-hf-reference-2024-1438885/,54.0,A
267,267,Cadre de Santé au laboratoire d'analyse en Hématologie F/H H/F,Fonction publique Hospitalière,2024-1443064,Grand Est,2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/cadre-de-sante-au-laboratoire-d-analyse-en-hematologie-fh-hf-reference-2024-1443064/,,A
268,268,Directeur / Directrice du CRPF Grand-Est (H/F) H/F,Fonction publique de l'État,2023-1410452,Moselle (57),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur--directrice-du-crpf-grand-est-hf-hf-reference-2023-1410452/,57.0,A
269,269,Chargé de mission PCA,Fonction publique de l'État,2024-1438813,Bas Rhin (67),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-mission-pca-reference-2024-1438813/,67.0,A
270,270,Médecin de l'Education nationale auprès de la DSDEN 68,Fonction publique de l'État,2023-1101827,Haut Rhin (68),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/medecin-de-l-education-nationale-aupres-de-la-dsden-68-reference-2023-1101827/,68.0,A
271,271,ERGONOME DU TRAVAIL (2),Fonction publique de l'État,2024-1440485,Meurthe et Moselle (54),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/ergonome-du-travail-2-reference-2024-1440485/,54.0,A
272,272,directeur ou directrice - SMF TRAITEMENT DÉCHETS MÉNAGERS SECTEUR 4,Fonction publique Territoriale,O068240101316332,Haut Rhin (68),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-ou-directrice---smf-traitement-dchets-mnagers-secteur-4-reference-O068240101316332/,68.0,A
273,273,Chef du Service Gestion du patrimoine sportif et scolaire  - COMMUNE DE MULHOUSE,Fonction publique Territoriale,O068240101316211,Haut Rhin (68),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-du-service-gestion-du-patrimoine-sportif-et-scolaire----commune-de-mulhouse-reference-O068240101316211/,68.0,A
274,274,Ingénieur maintenance - CA MULHOUSE ALSACE AGGLOMÉRATION,Fonction publique Territoriale,O068240101316554,Haut Rhin (68),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/ingenieur-maintenance---ca-mulhouse-alsace-agglomration-reference-O068240101316554/,68.0,A
275,275,Chargé des achats et études - CA MULHOUSE ALSACE AGGLOMÉRATION,Fonction publique Territoriale,O068240101316538,Haut Rhin (68),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-des-achats-et-etudes---ca-mulhouse-alsace-agglomration-reference-O068240101316538/,68.0,A
276,276,Animateur Relais Petite Enfance itinérant  - COMMUNAUTE DE COMMUNES DE L'ARC MOSELLAN,Fonction publique Territoriale,O057240101316458,Moselle (57),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-relais-petite-enfance-itinerant----communaute-de-communes-de-l-arc-mosellan-reference-O057240101316458/,57.0,A
277,277,Référent de parcours Programme Réussite Educative (PRE) (h/f) - C.C.A.S. DE METZ,Fonction publique Territoriale,O057240101316355,Moselle (57),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/referent-de-parcours-programme-reussite-educative-pre-hf---ccas-de-metz-reference-O057240101316355/,57.0,A
278,278,"Chef de projets stratégiques territorial fret, logistique et équipements - REGION GRAND EST",Fonction publique Territoriale,O067240101316411,Moselle (57),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-projets-strategiques-territorial-fret-logistique-et-equipements---region-grand-est-reference-O067240101316411/,57.0,A
279,279,"Chef de projets stratégiques territorial fret, logistique et équipements - REGION GRAND EST",Fonction publique Territoriale,O067240101316437,Marne (51),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-projets-strategiques-territorial-fret-logistique-et-equipements---region-grand-est-reference-O067240101316437/,51.0,A
280,280,Chargé de développement local  - politique de la ville (H/F),Fonction publique Territoriale,O051240101316829,Marne (51),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-developpement-local----politique-de-la-ville-hf-reference-O051240101316829/,51.0,A
281,281,"Chargé(e) de mission habitat, économie, agriculture, communication - CTE COM. PAYS DU SANON",Fonction publique Territoriale,O054240101316976,Meurthe et Moselle (54),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-mission-habitat-economie-agriculture-communication---cte-com-pays-du-sanon-reference-O054240101316976/,54.0,A
282,282,Chef de projet Habitat Logement Parc public (H/F) - REIMS,Fonction publique Territoriale,O051240101317262,Marne (51),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-projet-habitat-logement-parc-public-hf---reims-reference-O051240101317262/,51.0,A
283,283,Chef.fe de service  Carrière & Rémunération - COMMUNAUTE URBAINE DU GRAND REIMS,Fonction publique Territoriale,O051240101316165,Marne (51),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/cheffe-de-service--carriere--remuneration---communaute-urbaine-du-grand-reims-reference-O051240101316165/,51.0,A
284,284,CHARGE(E) DE MISSION EAU /ASSAINISSEMENT / ENVIRONNEMENT - CTE COM. PAYS DU SANON,Fonction publique Territoriale,O054240101316287,Meurthe et Moselle (54),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-mission-eau-assainissement--environnement---cte-com-pays-du-sanon-reference-O054240101316287/,54.0,A
285,285,Chef de projet Administration unique - CHALONS EN CHAMPAGNE,Fonction publique Territoriale,O051240101316691,Marne (51),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-projet-administration-unique---chalons-en-champagne-reference-O051240101316691/,51.0,A
286,286,UN(E) RESPONSABLE DE LA PROGRAMMATION FINANCIÈRE ET  DU SUIVI BUDGÉTAIRE (F/H),Fonction publique Territoriale,O054240101316788,Meurthe et Moselle (54),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/une-responsable-de-la-programmation-financire-et--du-suivi-budgtaire-fh--reference-O054240101316788/,54.0,A
287,287,Chargé.e de mission politiques sociales  - COMMUNAUTE DE COMMUNES DE LA PORTE DES VOSGES MERIDIONALES,Fonction publique Territoriale,O088240101316494,Vosges (88),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-mission-politiques-sociales----communaute-de-communes-de-la-porte-des-vosges-meridionales-reference-O088240101316494/,88.0,A
288,288,Directeur/directrice - C.C.A.S. DE SAINT DIE,Fonction publique Territoriale,O088240101316369,Vosges (88),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/directeurdirectrice---ccas-de-saint-die-reference-O088240101316369/,88.0,A
